cid,z_hd,z_hd_err,mu,mu_err_diag,is_calibrator
1275946,0.23205,0.00114,40.2045,0.159507,0
15369,0.23282,0.0051,39.8341,0.180906,0
1292336,0.23367,0.00114,40.1857,0.255059,0
350047,0.23378,0.00143,40.4148,0.19637,0
1336687,0.23391,0.00114,40.1788,0.292139,0
12971,0.23395,0.00103,40.1389,0.214099,0
110536,0.23472,0.00144,40.1912,0.32799,0
1279500,0.23481,0.00114,40.2784,0.167703,0
1319366,0.23494,0.00114,40.158,0.183242,0
1298281,0.2352,0.0051,40.1629,0.275154,0
19341,0.23556,0.00103,40.2336,0.214202,0
15287,0.23639,0.00103,40.3805,0.155735,0
310574,0.23662,0.00144,40.2636,0.156727,0
13511,0.23664,0.00103,40.4674,0.193131,0
12881,0.23685,0.00103,40.119,0.236651,0
16350,0.23693,0.00103,40.2279,0.210237,0
1317277,0.23721,0.00115,40.2245,0.203948,0
20768,0.23746,0.00104,40.7365,0.305716,0
17884,0.23789,0.00103,40.2317,0.172272,0
470008,0.2395,0.01005,39.9059,0.208409,0
18486,0.23981,0.0012,40.13,0.180786,0
510251,0.2402,0.01005,40.3847,0.264226,0
580300,0.24085,0.00144,40.4016,0.166736,0
510550,0.24122,0.00144,40.3291,0.130654,0
460064,0.24151,0.00144,40.1214,0.184136,0
17223,0.24164,0.00115,40.172,0.261675,0
14481,0.2422,0.00104,40.564,0.221356,0
20111,0.2428,0.00104,40.4217,0.219858,0
480064,0.24284,0.00144,40.5734,0.259119,0
20088,0.24329,0.00104,40.2516,0.143114,0
13506,0.24354,0.00104,40.538,0.306318,0
19023,0.2441,0.00511,40.2956,0.242814,0
15466,0.24444,0.00104,40.2064,0.221704,0
3377,0.24459,0.00115,40.1263,0.186144,0
000174,0.24511,0.00144,40.3336,0.209543,0
420407,0.24523,0.00144,40.4957,0.181643,0
20039,0.24553,0.00104,40.3582,0.219468,0
000010,0.24585,0.00144,40.4318,0.167359,0
13835,0.24617,0.00104,40.3473,0.149416,0
15219,0.2465,0.00104,40.378,0.17135,0
12977,0.24656,0.00104,40.2829,0.214739,0
05D3mq,0.2466,0.00144,40.3907,0.15515,0
1334645,0.24711,0.00115,40.1983,0.137434,0
3451,0.24846,0.00104,40.203,0.17717,0
420087,0.2486,0.01005,40.4912,0.215929,0
450082,0.24861,0.01005,40.4276,0.195634,0
560152,0.24862,0.01005,40.3657,0.261564,0
15161,0.24865,0.00104,40.3256,0.178325,0
19990,0.24896,0.00104,40.427,0.180619,0
120585,0.24909,0.00144,40.3167,0.167358,0
3199,0.24972,0.00116,40.6733,0.220606,0
16106,0.24983,0.00116,40.2961,0.206796,0
15868,0.24986,0.00104,40.3915,0.163714,0
520077,0.25019,0.01005,40.5965,0.224495,0
390449,0.25022,0.01005,40.3764,0.218218,0
13689,0.25043,0.00104,40.4145,0.179616,0
5717,0.25051,0.00116,40.5692,0.188725,0
500004,0.25063,0.00144,40.3009,0.188277,0
16213,0.2509,0.00511,40.3873,0.202604,0
17552,0.25199,0.00104,40.4698,0.207347,0
310161,0.2526,0.00145,40.4622,0.166497,0
9032,0.2526,0.00116,40.4066,0.259149,0
000034,0.2533,0.00145,40.3688,0.15705,0
17464,0.25358,0.00116,40.0303,0.262822,0
5736,0.25407,0.00511,40.4546,0.167762,0
1336480,0.25616,0.00116,40.6458,0.194176,0
1112,0.2562,0.00105,40.5593,0.271675,0
17340,0.25637,0.00105,40.3729,0.207312,0
9457,0.25683,0.00105,40.5023,0.251739,0
19207,0.25731,0.00116,40.5776,0.249962,0
18325,0.25736,0.00105,40.4941,0.193606,0
8046,0.25772,0.00105,40.6088,0.22531,0
6108,0.25813,0.00116,40.528,0.231214,0
550041,0.25859,0.01005,40.4663,0.209281,0
1297026,0.25865,0.00116,40.51,0.149785,0
1303883,0.25904,0.00511,40.5418,0.163699,0
1289664,0.25919,0.00511,40.2879,0.178603,0
1335694,0.25923,0.00511,40.4255,0.162943,0
12972,0.25948,0.00116,40.5238,0.233841,0
1330426,0.25952,0.00511,40.442,0.169977,0
020176,0.26062,0.00145,40.5033,0.171288,0
370498,0.26094,0.01006,40.6128,0.185932,0
15440,0.26141,0.00105,40.447,0.207526,0
1337649,0.26162,0.00116,40.4182,0.225542,0
2017,0.26172,0.00105,40.6874,0.258941,0
19702,0.26173,0.00116,40.681,0.233293,0
1253,0.26175,0.00105,40.392,0.226027,0
13655,0.26184,0.00105,40.6935,0.249126,0
18945,0.262,0.00117,40.7216,0.216893,0
13956,0.26303,0.00511,41.2641,0.514634,0
520019,0.26323,0.00145,40.6388,0.170092,0
04D3ez,0.2636,0.00117,40.3997,0.177345,0
350235,0.26393,0.00145,40.5588,0.167704,0
330022,0.26397,0.00145,40.3035,0.205843,0
12983,0.26408,0.00105,40.6342,0.381046,0
2943,0.26419,0.00117,40.5074,0.238455,0
110478,0.2646,0.00145,40.5153,0.197965,0
13099,0.26463,0.00105,40.6719,0.256474,0
2422,0.26582,0.00511,40.6087,0.219728,0
6315,0.26583,0.00117,40.3244,0.206109,0
1334087,0.2664,0.00117,40.2901,0.264978,0
18463,0.267,0.00106,40.5463,0.204902,0
1309288,0.26791,0.00117,40.5103,0.202065,0
520023,0.26818,0.00146,40.4623,0.232043,0
530037,0.26859,0.01006,40.579,0.191142,0
06D3fp,0.2686,0.00146,40.4553,0.240404,0
14298,0.26887,0.00117,40.6039,0.217156,0
510638,0.2702,0.01006,40.6363,0.197002,0
19002,0.27021,0.00106,40.5089,0.164866,0
310051,0.27057,0.00146,40.5139,0.20931,0
160039,0.27094,0.00146,40.4887,0.166124,0
380378,0.27141,0.00146,40.5677,0.123404,0
1292332,0.27276,0.00117,40.5415,0.173203,0
15356,0.27351,0.00107,40.4721,0.208686,0
420258,0.27456,0.00146,40.7399,0.293068,0
100213,0.27509,0.00146,40.7769,0.239421,0
150254,0.27516,0.00146,40.5286,0.241865,0
20227,0.27585,0.00107,40.6631,0.213576,0
19051,0.27631,0.00106,40.6749,0.180061,0
4000,0.27668,0.00107,40.8504,0.272235,0
4046,0.27776,0.00511,40.6186,0.24474,0
1297465,0.27782,0.00118,40.9187,0.17803,0
5957,0.27935,0.00107,40.7037,0.164335,0
6196,0.2799,0.00107,40.5056,0.19932,0
040201,0.27995,0.00146,40.5664,0.153331,0
520188,0.2806,0.00146,40.6663,0.153096,0
18485,0.28132,0.00118,40.6224,0.174763,0
1317286,0.28207,0.00511,40.5986,0.166629,0
06D3dt,0.28266,0.00107,40.744,0.297355,0
15584,0.28344,0.00107,40.6596,0.184378,0
310238,0.28405,0.00147,40.5735,0.154134,0
14261,0.28446,0.00107,40.5431,0.186562,0
16072,0.28446,0.00107,40.6919,0.20709,0
17791,0.28478,0.00118,41.1135,0.351325,0
440050,0.28557,0.00147,40.7046,0.185989,0
350080,0.28588,0.00147,40.671,0.173206,0
20040,0.28665,0.00108,40.6389,0.217509,0
20245,0.28734,0.00107,40.5691,0.250397,0
17809,0.28758,0.00107,40.5379,0.238886,0
19128,0.28775,0.00511,40.8753,0.227224,0
1334644,0.28814,0.00118,40.7075,0.188011,0
1313594,0.28844,0.00118,40.749,0.137848,0
091869,0.28854,0.00147,40.7458,0.165419,0
2165,0.28894,0.00511,40.9433,0.226038,0
2789,0.28901,0.00108,40.7428,0.228497,0
1334597,0.28905,0.00511,40.6763,0.168052,0
1310395,0.28907,0.00511,40.702,0.277224,0
350180,0.28949,0.01006,40.9765,0.256114,0
1289288,0.28995,0.00119,40.7393,0.271437,0
570056,0.29008,0.00147,40.7298,0.234493,0
19596,0.29045,0.00119,40.7861,0.23085,0
19027,0.29123,0.00108,40.484,0.219145,0
1291090,0.29193,0.00119,40.7606,0.177707,0
1263715,0.29196,0.00119,40.7653,0.172199,0
12841,0.29215,0.00108,40.7505,0.483728,0
390264,0.29221,0.00147,40.4229,0.292471,0
21006,0.29251,0.00511,40.6378,0.228825,0
420414,0.29256,0.00147,40.6952,0.224836,0
150509,0.29293,0.00147,40.7458,0.174302,0
130755,0.29298,0.00147,40.8268,0.203556,0
6249,0.29365,0.00108,40.857,0.204834,0
1303004,0.29504,0.00512,40.762,0.173778,0
19794,0.2958,0.00108,41.0209,0.307913,0
580270,0.29587,0.00147,40.9989,0.165779,0
1119,0.29647,0.00108,40.9938,0.366054,0
13610,0.29692,0.00108,40.6595,0.202621,0
1293319,0.29695,0.00119,40.7505,0.210501,0
420196,0.29853,0.01006,41.2705,0.232731,0
570025,0.29855,0.01006,40.6539,0.272883,0
6137,0.29893,0.00119,40.9195,0.25505,0
10550,0.29933,0.00108,41.0113,0.341681,0
120444,0.29945,0.00147,41.0213,0.195981,0
14735,0.29947,0.00108,40.7335,0.186464,0
170428,0.3002,0.00147,40.9837,0.198158,0
5391,0.3003,0.00119,40.8795,0.247188,0
350078,0.30089,0.00148,41.1729,0.294726,0
350192,0.30142,0.01006,40.8585,0.191702,0
570022,0.30152,0.00148,41.1086,0.206046,0
460037,0.30251,0.00148,40.8894,0.22475,0
1339002,0.30304,0.0012,40.8204,0.274703,0
150457,0.30352,0.00148,40.9204,0.142521,0
7143,0.30365,0.00109,41.0778,0.197526,0
1287626,0.30404,0.00512,40.719,0.22209,0
19818,0.30406,0.00109,40.7052,0.182517,0
1335717,0.30476,0.0012,41.0411,0.242802,0
1259412,0.30486,0.0012,40.9018,0.140115,0
12883,0.30526,0.0012,40.5924,0.306711,0
350630,0.30538,0.00148,40.9054,0.133839,0
440005,0.30548,0.00148,41.0041,0.226225,0
350027,0.30581,0.00148,40.9451,0.165493,0
560087,0.30652,0.00148,40.8959,0.201565,0
340334,0.30681,0.00148,41.16,0.239095,0
1281668,0.30691,0.0012,40.9573,0.150058,0
520062,0.30818,0.00148,41.2018,0.139651,0
5966,0.30834,0.00109,40.9533,0.254065,0
1319821,0.30878,0.0012,40.9954,0.152417,0
6699,0.30922,0.0012,41.046,0.250639,0
5844,0.30938,0.0012,40.9757,0.270379,0
16211,0.30949,0.00109,41.0177,0.300429,0
21042,0.30962,0.0012,40.72,0.257177,0
1300516,0.31052,0.0012,40.6197,0.336421,0
15213,0.31061,0.0012,40.9962,0.221391,0
500100,0.31088,0.01006,41.046,0.182638,0
000420,0.31144,0.00148,41.0123,0.141744,0
1338128,0.31179,0.0012,41.0377,0.210925,0
1337838,0.31203,0.0012,40.9503,0.160446,0
1263369,0.31262,0.0012,40.9565,0.149709,0
1294743,0.31267,0.0012,41.0352,0.279475,0
20142,0.3127,0.0012,40.6239,0.2062,0
1283878,0.31296,0.0012,41.0195,0.203499,0
1341894,0.31303,0.0012,41.0061,0.176794,0
19632,0.31387,0.0011,41.0228,0.214434,0
530112,0.31453,0.00148,41.1251,0.155711,0
15383,0.31506,0.0011,41.0194,0.227804,0
6649,0.3152,0.00512,40.8837,0.219964,0
110716,0.31588,0.00148,41.2033,0.233304,0
15776,0.31593,0.0011,40.933,0.227638,0
6100,0.31623,0.00121,41.1979,0.274091,0
100163,0.31782,0.00149,41.0738,0.195921,0
1345553,0.31804,0.00121,41.0772,0.167213,0
080646,0.31822,0.00149,41.0199,0.153489,0
550059,0.3185,0.00149,41.3345,0.327925,0
310188,0.31901,0.01006,41.141,0.177674,0
440509,0.31901,0.01006,40.8941,0.203876,0
170078,0.32096,0.00149,41.2315,0.207296,0
330128,0.32104,0.00149,40.9546,0.156373,0
1266657,0.32118,0.00512,41.1921,0.293444,0
120085,0.32206,0.00149,40.7271,0.199265,0
580104,0.32223,0.00121,40.8628,0.158186,0
1261579,0.32223,0.00121,40.8774,0.138773,0
7475,0.32276,0.00512,40.9316,0.211904,0
05D2ab,0.32446,0.00149,41.0699,0.126468,0
050291,0.32548,0.00149,41.2273,0.193265,0
500301,0.3256,0.00149,41.2625,0.255286,0
18617,0.3258,0.00111,41.1639,0.271274,0
1305626,0.32581,0.00121,41.0478,0.141716,0
1308326,0.32632,0.00121,41.0504,0.157201,0
14456,0.32804,0.00111,41.0002,0.171833,0
050303,0.32842,0.00149,41.3079,0.308428,0
530219,0.32848,0.01006,41.351,0.278699,0
430003,0.32851,0.00149,40.934,0.295651,0
1337687,0.32868,0.00122,41.0716,0.150485,0
1306073,0.32868,0.00122,41.1,0.144172,0
6924,0.32871,0.00512,40.9276,0.222195,0
1316465,0.32907,0.00122,41.0566,0.165152,0
13934,0.32941,0.00111,41.4109,0.310571,0
540163,0.32952,0.00149,41.2391,0.162498,0
1301933,0.32968,0.00122,41.1031,0.114803,0
13830,0.32995,0.00111,40.8444,0.209813,0
120369,0.33047,0.00149,41.2306,0.131607,0
1338675,0.33056,0.00122,41.1674,0.214426,0
4241,0.33063,0.00122,41.1689,0.23109,0
480184,0.33089,0.00149,41.1586,0.239453,0
370394,0.3309,0.01006,40.996,0.212048,0
03D1fc,0.33103,0.00149,41.0098,0.137116,0
580235,0.33147,0.01006,41.0301,0.218692,0
20106,0.33147,0.00122,41.2335,0.285481,0
370344,0.33147,0.00149,41.1012,0.166036,0
470041,0.33189,0.00149,41.0149,0.143999,0
1306141,0.33237,0.00122,40.977,0.159233,0
130862,0.33298,0.0015,41.3299,0.201675,0
1309492,0.3335,0.00122,41.0025,0.141896,0
1346956,0.3335,0.00122,41.0366,0.176123,0
16093,0.3345,0.00111,41.1204,0.23572,0
500511,0.33498,0.0015,41.0251,0.171864,0
1346966,0.3351,0.00122,41.0242,0.177927,0
1314897,0.33671,0.00122,41.0367,0.18424,0
470015,0.33749,0.0015,41.1678,0.278653,0
040782,0.33751,0.0015,41.0098,0.23724,0
04D3kr,0.33762,0.0015,41.1477,0.176101,0
1300912,0.33778,0.00122,41.1537,0.233862,0
380318,0.33818,0.0015,41.145,0.211242,0
580276,0.33848,0.0015,41.1131,0.200412,0
1343337,0.33897,0.00122,41.0555,0.356511,0
04D3nh,0.34061,0.0015,41.1737,0.192422,0
320258,0.34098,0.0015,41.0587,0.1943,0
2533,0.34111,0.00512,41.0641,0.255103,0
1336009,0.34169,0.00123,41.2122,0.321008,0
1346387,0.34446,0.00512,41.3081,0.152468,0
350606,0.34448,0.0015,41.2914,0.299203,0
1329312,0.34487,0.00123,41.2333,0.171671,0
470110,0.34545,0.0015,41.2033,0.23021,0
03D1bp,0.34602,0.0015,41.3318,0.136683,0
310090,0.34696,0.0015,41.4163,0.370346,0
050301,0.34717,0.0015,41.1174,0.244272,0
330089,0.34881,0.0015,41.3721,0.218415,0
160198,0.3491,0.00151,41.2499,0.158604,0
1258906,0.34912,0.00123,41.282,0.206036,0
070955,0.34932,0.00151,41.1406,0.157954,0
380279,0.34939,0.00151,41.2033,0.168604,0
04D2mc,0.34949,0.00151,41.005,0.226318,0
05D2ie,0.34949,0.00151,41.3756,0.171432,0
440185,0.34949,0.01006,41.1526,0.205831,0
20186,0.34968,0.00123,41.4873,0.287684,0
1248677,0.35015,0.00123,41.1867,0.147015,0
000196,0.35059,0.00151,41.2342,0.163121,0
050296,0.35099,0.00151,41.2532,0.161378,0
05D2hc,0.35149,0.01006,41.4798,0.209505,0
120400,0.35149,0.00151,41.3343,0.138963,0
160197,0.35372,0.00151,41.3657,0.191944,0
05D2mp,0.35519,0.0012,41.4647,0.223042,0
1688,0.35774,0.00113,41.3574,0.291964,0
1334423,0.358,0.00124,41.3539,0.215252,0
04D3fk,0.35842,0.00133,41.2423,0.215992,0
04D2fs,0.3585,0.00151,41.1484,0.288995,0
1280217,0.35909,0.00513,41.1532,0.305677,0
160070,0.35909,0.00151,41.4429,0.171109,0
1307830,0.35946,0.00513,41.4213,0.15447,0
050293,0.36017,0.00151,41.187,0.191161,0
160126,0.36034,0.00151,41.0791,0.230289,0
470244,0.36091,0.01006,41.4328,0.197529,0
420417,0.36147,0.00151,41.1159,0.288022,0
1294014,0.3628,0.00124,41.2452,0.209997,0
1346137,0.36325,0.00124,41.364,0.215101,0
560121,0.36499,0.00152,41.4626,0.291566,0
100358,0.36623,0.00152,41.136,0.226225,0
190209,0.36656,0.00152,41.2327,0.155657,0
1308582,0.36713,0.00124,41.2088,0.151911,0
350083,0.3679,0.00152,41.2627,0.165575,0
04D1hd,0.36799,0.00152,41.4699,0.158375,0
1343533,0.36839,0.00125,41.5479,0.336428,0
1283936,0.36857,0.00125,41.463,0.345551,0
15704,0.36962,0.00114,41.4498,0.244353,0
18091,0.36987,0.00114,41.2185,0.255045,0
510578,0.37023,0.01007,41.3794,0.188778,0
04D2cf,0.37052,0.00152,41.3759,0.163241,0
05D4bm,0.37053,0.00152,41.3833,0.160025,0
13136,0.37057,0.00114,41.6395,0.256631,0
05D3jr,0.37062,0.01007,41.273,0.282407,0
390471,0.37062,0.00152,41.0698,0.135854,0
320469,0.37095,0.00152,41.4098,0.39052,0
1291957,0.37138,0.00125,41.334,0.168104,0
000199,0.37153,0.00152,41.3842,0.116639,0
05D4fo,0.37153,0.00152,41.4289,0.165418,0
05D4cw,0.37353,0.00152,41.3114,0.133039,0
16232,0.37436,0.00115,41.4722,0.234786,0
1299643,0.37676,0.00125,41.4155,0.15471,0
1282736,0.37805,0.00125,41.3598,0.223183,0
590031,0.37852,0.00152,41.4271,0.182401,0
7779,0.37991,0.00125,41.2959,0.219919,0
320099,0.37997,0.00152,41.4154,0.163795,0
500057,0.38061,0.01007,41.4614,0.188044,0
110425,0.38092,0.00153,41.4511,0.201434,0
1299785,0.38129,0.00126,41.4549,0.20413,0
000011,0.38153,0.00153,41.6775,0.218983,0
040150,0.38185,0.00153,41.5615,0.198898,0
580275,0.38248,0.00153,41.3726,0.265174,0
1343401,0.38291,0.00126,41.3678,0.206585,0
1281886,0.38402,0.00126,41.5182,0.20184,0
360139,0.386,0.00153,41.5217,0.152114,0
1338170,0.38672,0.00126,41.3791,0.270807,0
550218,0.38744,0.00153,41.5567,0.273474,0
050251,0.38781,0.00153,41.6302,0.283892,0
420352,0.38895,0.01007,41.383,0.199578,0
1290779,0.38949,0.00513,41.544,0.192176,0
120086,0.39255,0.00153,41.4742,0.237288,0
1291794,0.3951,0.00127,41.4677,0.203648,0
1296273,0.39706,0.00513,41.259,0.168535,0
1333438,0.39944,0.00127,41.7119,0.28782,0
05D4ff,0.4005,0.00154,41.4918,0.158339,0
110734,0.40221,0.00154,41.4795,0.199524,0
580312,0.40293,0.00154,41.5478,0.290402,0
1329615,0.40368,0.00127,41.616,0.213828,0
06D3ed,0.40463,0.00154,41.6747,0.166047,0
350050,0.40483,0.00154,41.3373,0.202033,0
05D4dt,0.4055,0.00154,41.7807,0.135518,0
1308314,0.40646,0.00514,41.6914,0.168815,0
1341370,0.40895,0.00514,41.7002,0.240024,0
1306390,0.4092,0.00128,41.7405,0.363654,0
450339,0.40935,0.00154,41.7061,0.274957,0
06D4cq,0.40949,0.00154,41.6784,0.172193,0
020090,0.41004,0.00154,41.6836,0.279968,0
1307277,0.41123,0.00128,41.662,0.318089,0
530251,0.4114,0.00154,41.8335,0.242677,0
520071,0.41161,0.00154,41.8131,0.149106,0
1315296,0.41266,0.00128,41.7893,0.330128,0
04D2fp,0.41657,0.00155,41.7295,0.149208,0
05D2dw,0.41857,0.00155,41.6174,0.202099,0
440162,0.41936,0.00155,41.6863,0.192599,0
550137,0.41939,0.00155,41.4604,0.22264,0
1289600,0.4196,0.00129,41.8662,0.224621,0
05D3cf,0.41965,0.00155,41.7981,0.235757,0
1340454,0.41995,0.00129,41.4394,0.294415,0
550202,0.42036,0.00155,41.8343,0.344188,0
1306626,0.42088,0.00129,41.6178,0.17643,0
110430,0.42094,0.00155,41.728,0.250117,0
1306991,0.42195,0.00129,41.5336,0.270821,0
04D4gg,0.42247,0.00155,41.6483,0.231707,0
1345594,0.42249,0.00129,41.6796,0.275449,0
490037,0.42348,0.00155,41.5955,0.186465,0
160200,0.4236,0.00155,41.8403,0.400817,0
1302523,0.42399,0.00129,41.7264,0.13417,0
1312274,0.42459,0.00129,41.7483,0.195831,0
1295027,0.42568,0.00129,41.7039,0.195468,0
1258940,0.42602,0.00129,41.7517,0.175449,0
050003,0.427,0.00155,41.813,0.229539,0
110542,0.42703,0.00155,41.8348,0.198324,0
110719,0.42793,0.00155,42.2757,0.23861,0
05D2cb,0.42859,0.00156,41.8825,0.403543,0
440236,0.42895,0.01007,41.6443,0.193398,0
1306029,0.42903,0.00514,41.8266,0.250757,0
100101,0.42976,0.00156,41.9219,0.19807,0
080723,0.4302,0.00156,41.8354,0.165783,0
04D1rh,0.43494,0.00156,41.7828,0.183674,0
06D4co,0.43546,0.00156,41.5839,0.13365,0
000142,0.43683,0.00156,42.0051,0.1818,0
1336008,0.4376,0.0013,41.6253,0.16614,0
1333246,0.43783,0.0013,41.882,0.356877,0
1310338,0.4389,0.00514,41.4679,0.211194,0
560027,0.43891,0.00156,41.6682,0.279961,0
050607,0.43935,0.00156,41.8262,0.202784,0
040166,0.44013,0.00156,42.1401,0.441915,0
510266,0.44067,0.01007,41.6364,0.160177,0
1328105,0.44149,0.0013,41.6823,0.183572,0
1295256,0.44245,0.00514,41.8523,0.172891,0
06D3df,0.44263,0.00156,41.9039,0.139699,0
06D2gb,0.44361,0.00157,41.793,0.182219,0
1291080,0.44391,0.00514,41.8069,0.290347,0
040137,0.44764,0.00157,41.8552,0.223954,0
1328066,0.44886,0.00514,41.8853,0.221814,0
1320166,0.44891,0.00514,41.9875,0.215648,0
050580,0.45068,0.00157,41.6446,0.157686,0
520016,0.45106,0.01007,41.9281,0.213431,0
04D2gb,0.45162,0.01007,41.5892,0.225346,0
120094,0.45162,0.00157,41.9923,0.154715,0
04D3gt,0.45163,0.00157,41.7162,0.305385,0
1290127,0.45218,0.00131,41.9959,0.320076,0
1253101,0.45328,0.00131,41.7953,0.207786,0
1253039,0.45346,0.00514,41.8863,0.14411,0
1334302,0.45458,0.00131,41.7873,0.209236,0
1306360,0.45477,0.00131,41.8839,0.284149,0
1345582,0.45885,0.00515,41.9679,0.252185,0
380199,0.46064,0.01007,42.0021,0.190943,0
510597,0.46104,0.01007,42.0162,0.230251,0
05D3lc,0.46164,0.00158,41.9839,0.138441,0
03D4au,0.46643,0.00158,42.3424,0.396492,0
000215,0.46654,0.00158,42.048,0.135922,0
04D4jr,0.46842,0.01007,41.9733,0.206146,0
1339149,0.46887,0.00132,41.7631,0.234035,0
04D4ju,0.47042,0.00158,42.2151,0.404516,0
05D3mx,0.47065,0.01007,42.0135,0.180637,0
370367,0.47163,0.00158,41.9798,0.210913,0
1316437,0.47204,0.00515,42.0374,0.25691,0
05D2bv,0.47565,0.00159,41.938,0.177112,0
370329,0.47786,0.00159,42.2269,0.228278,0
310146,0.47941,0.01008,41.8695,0.203883,0
1306537,0.47946,0.00515,42.0107,0.198987,0
560054,0.47988,0.00159,41.8956,0.237796,0
05D3dd,0.48064,0.01008,42.0041,0.160362,0
05D2ac,0.48065,0.00159,41.9748,0.139221,0
120044,0.48164,0.00159,42.3055,0.210887,0
05D1ix,0.48888,0.01008,42.0842,0.199732,0
1292145,0.49244,0.00134,42.2783,0.335403,0
1343208,0.49499,0.00134,42.0821,0.165011,0
1305504,0.49566,0.00134,42.1453,0.120919,0
03D1ax,0.49579,0.00126,42.0817,0.153945,0
05D4af,0.49739,0.0016,42.1268,0.225856,0
06D2bk,0.50067,0.0016,42.257,0.253816,0
350374,0.50098,0.0016,42.1165,0.283133,0
1337272,0.50282,0.00135,42.161,0.218549,0
030006,0.50285,0.0016,42.0703,0.312874,0
510457,0.50306,0.0016,42.1484,0.311282,0
03D1au,0.50316,0.00135,42.1444,0.228687,0
1335472,0.50593,0.00135,42.079,0.166703,0
1343759,0.50615,0.00135,42.1043,0.151709,0
310091,0.50725,0.00161,42.2358,0.180974,0
05D4av,0.50739,0.00161,42.2419,0.288822,0
090201,0.50825,0.00161,42.0193,0.184312,0
180313,0.51016,0.00161,42.0945,0.144405,0
110484,0.51095,0.00161,42.0583,0.239085,0
05D2dy,0.51169,0.01008,42.3885,0.227281,0
04D1pg,0.51387,0.00161,42.2567,0.35966,0
04D4in,0.51437,0.00136,42.2259,0.196162,0
04D2mj,0.51469,0.00161,42.3259,0.402924,0
1338430,0.51726,0.00136,42.0932,0.190441,0
1334470,0.51883,0.00516,42.1949,0.250421,0
310260,0.51885,0.01008,42.1824,0.209558,0
450175,0.51941,0.00161,42.2438,0.315111,0
06D3el,0.51968,0.00161,42.2905,0.196455,0
04D2gc,0.52271,0.00162,42.3496,0.273927,0
1295921,0.524,0.00516,42.1774,0.369236,0
1322229,0.5262,0.00137,42.1702,0.223271,0
050005,0.52859,0.00162,42.0855,0.188829,0
1322979,0.52937,0.00516,42.2913,0.141023,0
330106,0.53099,0.00162,41.8802,0.23431,0
160066,0.53111,0.00162,42.5109,0.289268,0
1338471,0.53124,0.00137,42.5253,0.38093,0
1337703,0.53225,0.00137,41.9821,0.221979,0
06D2ca,0.53271,0.00162,42.2472,0.294354,0
06D2cc,0.53372,0.00162,42.1649,0.273819,0
05D4ek,0.53435,0.00162,42.1433,0.225295,0
05D4be,0.53534,0.00162,42.3205,0.204703,0
05D2eb,0.53572,0.00162,42.2134,0.209507,0
1289656,0.53942,0.00516,42.3338,0.244476,0
110426,0.54097,0.00163,42.2791,0.233447,0
1324542,0.54152,0.00138,42.53,0.24247,0
520041,0.54545,0.00163,42.5633,0.191404,0
04D4bq,0.54834,0.01008,42.0235,0.363222,0
1306980,0.54881,0.00516,42.1695,0.378555,0
050201,0.55021,0.00163,42.3253,0.19588,0
06D4bo,0.55033,0.00163,42.3728,0.208456,0
1339450,0.55046,0.00139,42.4104,0.376261,0
04D3hn,0.55267,0.00164,42.1938,0.244151,0
06D2ck,0.55375,0.00164,42.49,0.207133,0
1337117,0.55384,0.00139,42.0827,0.177409,0
05D1ee,0.55782,0.00164,42.4389,0.195189,0
05D1kl,0.55882,0.00164,42.7331,0.3833,0
04D1hx,0.55882,0.00164,42.2975,0.356215,0
1289555,0.56181,0.0014,42.2937,0.227829,0
1303952,0.56269,0.0014,42.6016,0.265242,0
05D1cc,0.56283,0.00164,42.4296,0.234712,0
1285317,0.56437,0.0014,42.3928,0.221111,0
1330903,0.56437,0.0014,42.4881,0.207587,0
1338278,0.56437,0.0014,42.3969,0.296515,0
05D1dn,0.56481,0.00164,42.4873,0.19275,0
1317454,0.56879,0.00517,42.2407,0.262337,0
1306785,0.57542,0.00141,42.1912,0.452867,0
05D2dt,0.57577,0.00165,42.5915,0.213158,0
050203,0.57619,0.00165,42.4887,0.202103,0
06D3et,0.57668,0.00165,42.4263,0.166843,0
1337228,0.57737,0.00141,42.645,0.290949,0
03D4gf,0.5783,0.01009,42.4174,0.24485,0
110721,0.57831,0.00165,42.4512,0.241176,0
05D1dx,0.57882,0.01009,42.4272,0.214391,0
1332059,0.57891,0.00517,42.5317,0.231686,0
05D3jq,0.57967,0.00165,42.3923,0.23116,0
05D3gp,0.58067,0.01009,42.573,0.262496,0
03D1aw,0.5808,0.00517,42.7061,0.239821,0
04D1jg,0.58301,0.00141,42.5408,0.168029,0
05D4ej,0.5833,0.00166,42.7974,0.186201,0
04D1kj,0.58382,0.00166,42.4765,0.198486,0
04D1sa,0.58382,0.00166,42.6489,0.184752,0
1338387,0.5839,0.00517,42.4199,0.199369,0
05D1hm,0.58582,0.00166,42.707,0.37297,0
05D4bf,0.5873,0.00166,42.6241,0.203038,0
04D1oh,0.58879,0.01009,42.5021,0.220032,0
03D4gg,0.59029,0.00166,42.5156,0.248253,0
04D2mh,0.59179,0.01009,42.4508,0.255828,0
05D3lr,0.60067,0.01009,42.6116,0.278838,0
1338233,0.60155,0.00143,42.7562,0.394779,0
05D4ef,0.60328,0.00167,42.7503,0.2001,0
1335564,0.60626,0.00143,42.6158,0.275076,0
03D4dy,0.60827,0.01009,42.5904,0.228388,0
1302141,0.60876,0.00518,42.4282,0.350327,0
1332413,0.60878,0.00518,42.6179,0.230751,0
